,array_time,column_count,element_count,pandas_df_compute,pandas_df_time,spark_df_compute,spark_df_time
0,2.822500027832575e-05,1,1000,0.00010325233233743347,5.0409333198331296e-05,0.0037984346660474935,0.028346587999597734
1,1.882899960037321e-05,10,1000,0.0001836313325232671,5.0301332521485165e-05,0.01982176433375571,0.018547350333392387
2,2.0016334019601345e-05,100,1000,0.00036016266676597297,5.024433266953565e-05,0.17420130000027712,0.029536768666730495
3,2.0138667120287817e-05,1000,1000,0.0020811113330031126,5.125466608054315e-05,1.9689348950002266,0.1428915656664079
4,0.00010586200005491264,1,10000,0.00010984166632018362,5.2818000161399446e-05,0.00381183566666247,0.16534289333382426
5,0.00010252933255590808,10,10000,0.00019498733308864757,5.062066702521406e-05,0.019682021332603956,0.07347373933347019
6,0.00010224766689740743,100,10000,0.0002940479995838056,5.2551000408129767e-05,0.1731103683329517,0.07552196266745644
7,0.00010113166717928834,1000,10000,0.002237036666580631,5.0383667257847264e-05,1.9551262666658051,0.1890425216673369
8,0.001056702666877148,1,100000,0.00021296766620556204,5.083966607344337e-05,0.004650257666071411,1.5337271550003304
9,0.0010408390007796697,10,100000,0.0002432463334116619,5.073433446038204e-05,0.019331800666501902,0.6133949030008807
10,0.0014575800002300336,100,100000,0.0007066660000418779,7.00210002833046e-05,0.1783739059998576,0.5295093280001311
11,0.0010187683340821725,1000,100000,0.002214909665781306,5.1233666454209015e-05,2.0324349963326918,0.6585028649994152
12,0.010183364333594605,1,1000000,0.0009208679997148769,4.765399959675657e-05,0.004471039667502434,15.157912199666802
13,0.009959336333849933,10,1000000,0.0033320783331873827,5.35040004857971e-05,0.02057611066629761,5.995096917666767
14,0.009909728666874193,100,1000000,0.002241956000943901,5.116933364964401e-05,0.17016666533284783,5.076572644000407
15,0.009671419999601008,1000,1000000,0.0035097526670142543,5.07220004995664e-05,1.9686290153331356,5.261421868666123
16,0.0970105426677037,1,10000000,0.01067753900012273,5.088266698294319e-05,0.00508402533402356,150.88786406966634
17,0.09675385966693284,10,10000000,0.06617197066710408,5.2504999378773696e-05,0.02573075600109102,59.89046917666686
18,0.09814848099995288,100,10000000,0.04597161133400126,5.377966711724488e-05,0.17355799233337166,50.605904539334006
19,0.09926401166740106,1000,10000000,0.037537158333483,5.270066685625352e-05,1.913557775666656,53.33941202033384
