,element_count,column_count,array_time,pandas_df_time,pandas_df_compute,spark_df_time,spark_df_compute
0,1000,1,1.9643333331487156e-05,5.2129000001362634e-05,0.00011351333333209368,0.07169017666667325,0.019273285666666123
1,1000,10,3.396366667137348e-05,9.844600000027033e-05,0.00025078500000101184,0.046933001666673135,0.06689260233333509
2,1000,100,2.9862666669563016e-05,9.985466666269834e-05,0.0006333833333277047,0.06400615133333076,0.28630622500000413
3,1000,1000,3.055766667140839e-05,8.996633332950903e-05,0.0041290696666654485,0.2131584739999918,2.0380377953333286
4,10000,1,0.00010689900000215857,5.1218333320927435e-05,0.0001368283333439043,0.1718061933333388,0.006179498666673074
5,10000,10,0.00019914166665557786,0.00011486099998592181,0.00016659566667461453,0.07649720099999513,0.02302798633331804
6,10000,100,0.00010674666666924774,5.198900000398984e-05,0.00034742633332977374,0.07952070966666724,0.1713126546666596
7,10000,1000,0.00011079333334388745,5.2436999984214104e-05,0.002303582000005614,0.19084667066666347,2.0832236343333457
8,100000,1,0.0010529853333309802,5.1310000003468303e-05,0.00030115399999885994,1.53452736633335,0.00651409166666402
9,100000,10,0.0010837486666635716,5.163433333639963e-05,0.0003622129999977612,0.6260804290000124,0.02263099566666445
10,100000,100,0.0010798023333222773,5.161033332493995e-05,0.0005222136666702681,0.5395547003333263,0.17826918333332742
11,100000,1000,0.0010748476666625113,5.146466666398434e-05,0.0024917153333300726,0.6660298619999973,2.0976727583333363
12,1000000,1,0.01013124033333194,5.229599999741671e-05,0.0019020790000089012,15.281845875999997,0.00542363533331051
13,1000000,10,0.010889439666660413,5.1207333323570005e-05,0.0032021720000254086,5.999159713333332,0.021435028333333623
14,1000000,100,0.010708727999978388,5.117566668862613e-05,0.0026926180000070112,5.099025658666695,0.18268512299997988
15,1000000,1000,0.010745980000024247,5.229699998684131e-05,0.0050010439999823575,5.445530259666687,1.9797575603333446
16,10000000,1,0.0984484096666544,5.273366669674336e-05,0.01711263899998509,152.6542140756667,0.005075206000128674
17,10000000,10,0.1057363056667479,5.1113333332371745e-05,0.06616277766670464,59.793036996333285,0.019475143666871492
18,10000000,100,0.10455788533333059,5.131833313498646e-05,0.04743389266665569,50.65669340433336,0.1935998929999793
19,10000000,1000,0.10592263766648102,5.169366644016312e-05,0.03356977966662574,53.53937325399996,2.110142196000197
